(%)","Yield To Worst(%) - Mid
(%)","Yield To Worst(%) - Mid
(%)","Yield To Worst(%) - Mid
(%)","Yield To Worst(%) - Mid
(%)","Yield To Worst(%) - Mid
(%)","Yield To Worst(%) - Mid
(%)","Yield To Worst(%) - Mid
(%)","Yield To Worst(%) - Mid
(%)","Yield To Worst(%) - Mid
(%)","Yield To Worst(%) - Mid
(%)","Yield To Worst(%) - Mid
(%)"
SPT_ISSUER_NAME,SPT_INSTRUMENT_ITEM_ID,SPT_MI_KEY,SPT_CUSIP,SPT_DESCRIPTION,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID
,,,,,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price
,,,,,4/30/2026,3/31/2026,2/27/2026,1/30/2026,12/31/2025,11/28/2025,10/31/2025,9/30/2025,8/29/2025,7/31/2025,6/30/2025,5/30/2025,4/30/2025,3/31/2025,2/28/2025,1/31/2025,12/31/2024,11/29/2024,10/31/2024,9/30/2024,6/28/2024,3/29/2024,12/29/2023,9/29/2023,6/30/2023,3/31/2023,12/30/2022,9/30/2022,6/30/2022,3/31/2022,12/31/2021,9/30/2021,6/30/2021,3/31/2021,12/31/2020
Southern California Edison Company,SPS1934881041,4009083,842400JJ3,EIX-SouCalEd 5.25 03/15/2030 FIX USD Corporate,4.77601,4.79348,4.30213,4.50416,4.52485,4.52614,4.64412,4.72583,4.65270,5.03633,5.00191,5.12798,5.04103,5.10428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern California Edison Company,SPS1934881042,4009083,842400JK0,EIX-SouCalEd 6.2 09/15/2055 FIX USD Corporate,6.33886,6.23400,6.00212,6.14094,6.14505,5.98929,6.04810,6.12642,6.24583,6.31545,6.51257,6.68014,6.53410,6.21255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern California Edison Company,SPS1985742619,4009083,842400JL8,EIX-SouCalEd 4.8 03/15/2033 FIX USD Corporate,5.15796,5.07621,4.71119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern California Edison Company,SPS1998907781,4009083,842400JM6,EIX-SouCalEd 4.95 09/15/2031 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern California Edison Company,SPS231601759,4009083,842400FW8,EIX-SouCalEd 3.9 03/15/2043 FIX USD Corporate,6.24996,6.20446,5.86607,6.05665,6.07423,5.91547,5.90390,5.94338,6.05850,6.24503,6.38758,6.56779,6.42867,6.13770,5.90982,6.21892,5.79728,5.42478,5.58497,5.25834,5.85377,5.57802,5.46491,6.31182,5.62790,5.40055,5.78479,6.19899,5.47607,4.33957,3.44702,3.51594,3.55476,3.72727,3.07239
Southern California Edison Company,SPS247431684,4009083,842400FZ1,EIX-SouCalEd 4.65 10/01/2043 FIX USD Corporate,6.20478,6.16879,5.87674,6.00732,6.01585,5.86935,5.94627,5.99991,6.09681,6.29381,6.43345,6.60027,6.45438,6.11976,5.92688,6.24274,5.81698,5.36616,5.53702,5.19081,5.87169,5.59802,5.37116,6.29996,5.66142,5.39348,5.72815,6.21149,5.41920,4.39514,3.48476,3.58548,3.60628,3.72105,3.16802
Southern California Edison Company,SPS25628949,4009083,842400FC2,EIX-SouCalEd 5.625 02/01/2036 FIX USD Corporate,5.62905,5.55213,5.21788,5.43277,5.47328,5.35885,5.45339,5.48875,5.53689,5.92273,5.96703,6.01886,5.94860,5.78235,5.65185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern California Edison Company,SPS281965523,4009083,842400GE7,EIX-SouCalEd 3.6 02/01/2045 FIX USD Corporate,6.26319,6.23029,5.90597,6.09253,6.08628,5.93911,5.94512,5.97638,6.09321,6.29248,6.41271,6.58779,6.42958,6.09203,5.87469,6.18642,5.81028,5.43383,5.62124,5.26805,5.84408,5.62792,5.37127,6.28585,5.74000,5.58195,5.90217,6.31213,5.51920,4.27307,3.33945,3.50394,3.59747,3.70297,2.99172
Southern California Edison Company,SPS30510143,4009083,842400FF5,EIX-SouCalEd 5.55 01/15/2037 FIX USD Corporate,5.56727,5.54077,5.26158,5.53687,5.55185,5.39854,5.43411,5.53861,5.64546,5.91009,5.97661,6.12675,5.96008,5.87050,5.69396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern California Edison Company,SPS32224676,4009083,842400EW9,EIX-SouCalEd 5.75 04/01/2035 FIX USD Corporate,5.53376,5.45962,5.09158,5.30103,5.27122,5.17409,5.27372,5.31826,5.32291,5.52521,5.46612,5.60801,5.69730,5.52564,5.59778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern California Edison Company,SPS32224677,4009083,842400FE8,EIX-SouCalEd 5.625 02/01/2036 FIX USD Corporate,5.62905,5.55213,5.21788,5.43277,5.47328,5.35885,5.45339,5.48875,5.53689,5.92273,5.96703,6.01886,5.94860,5.78235,5.65185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern California Edison Company,SPS32224678,4009083,842400FG3,EIX-SouCalEd 5.55 01/15/2037 FIX USD Corporate,5.56727,5.54077,5.26158,5.53687,5.55185,5.39854,5.43411,5.53861,5.64546,5.91009,5.97661,6.12675,5.96008,5.87050,5.69396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern California Edison Company,SPS40123953,4009083,842400FH1,EIX-SouCalEd 5.95 02/01/2038 FIX USD Corporate,5.79242,5.73598,5.42946,5.65427,5.68095,5.58392,5.65383,5.71031,5.70128,5.97975,5.92172,6.18184,6.04508,5.86046,5.75036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern California Edison Company,SPS424152027,4009083,842400GG2,EIX-SouCalEd 4.0 04/01/2047 FIX USD Corporate,6.26173,6.18863,5.89360,6.06587,6.09301,5.92560,5.97476,6.04054,6.15552,6.30012,6.40521,6.57423,6.44486,6.10931,5.92464,6.24152,5.84097,5.41597,5.59408,5.22708,5.86144,5.59974,5.37265,6.22639,5.53551,5.31768,5.61133,6.10668,5.35671,4.20965,3.35256,3.55235,3.66890,3.79796,3.01915
Southern California Edison Company,SPS54125736,4009083,842400FL2,EIX-SouCalEd 6.05 03/15/2039 FIX USD Corporate,5.84307,5.83030,5.53134,5.70514,5.77551,5.58008,5.72475,5.71630,5.73363,5.87464,6.04207,6.13541,6.16660,5.93223,5.86249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern California Edison Company,SPS554457255,4009083,842400GJ6,EIX-SouCalEd 3.65 03/01/2028 FIX USD Corporate,4.59978,4.52853,4.00752,4.07743,4.21058,4.26695,4.31986,4.40413,4.27129,4.71360,4.74249,4.89788,4.62291,4.87010,4.91006,5.37625,4.87085,4.56509,4.71928,4.24228,5.21584,4.93219,4.73196,5.61172,5.23167,4.83409,5.25070,5.57058,4.70527,3.58234,2.20782,2.15191,1.96724,2.39107,1.71733
Southern California Edison Company,SPS554457256,4009083,842400GK3,EIX-SouCalEd 4.125 03/01/2048 FIX USD Corporate,6.26970,6.21526,5.88975,6.04577,6.10839,5.92765,5.96835,6.02249,6.13118,6.20279,6.42458,6.61527,6.43864,6.11708,5.93419,6.24016,5.86188,5.41903,5.55145,5.25446,5.87254,5.57135,5.27642,6.23260,5.51078,5.36155,5.58632,6.10354,5.39663,4.22433,3.36916,3.56259,3.69880,3.81443,3.03893
Southern California Edison Company,SPS606122901,4009083,842400GQ0,EIX-SouCalEd 4.2 03/01/2029 FIX USD Corporate,4.74584,4.60168,4.15055,4.30879,4.41754,4.37423,4.52842,4.56552,4.48773,4.84028,4.79261,4.96433,4.82051,4.97596,5.01416,5.43090,4.99271,4.67012,4.71128,4.24404,5.25600,5.00612,4.67290,5.66272,5.22495,4.79990,5.08294,5.57872,4.83428,3.50724,2.33953,2.30171,2.28757,2.53869,1.80066
Southern California Edison Company,SPS606122902,4009083,842400GR8,EIX-SouCalEd 4.875 03/01/2049 FIX USD Corporate,6.28271,6.28104,5.98985,6.13281,6.18253,5.98772,6.03050,6.08122,6.21213,6.35771,6.52930,6.68532,6.51122,6.19453,6.01902,6.31207,5.83059,5.39570,5.52589,5.22201,5.89211,5.65676,5.42765,6.29498,5.60279,5.40543,5.73725,6.15460,5.52253,4.38074,3.49920,3.70324,3.75786,3.88093,3.12506
Southern California Edison Company,SPS631713038,4009083,842400GS6,EIX-SouCalEd 2.85 08/01/2029 FIX USD Corporate,4.72287,4.69227,4.17101,4.39306,4.44609,4.50594,4.52690,4.63853,4.47475,4.85042,4.86530,5.00314,4.93402,4.95375,5.01849,5.43654,5.01790,4.67851,4.70128,4.22971,5.15819,4.92900,4.64086,5.60685,5.22177,4.76684,5.20872,5.57538,4.72705,3.59197,2.31082,2.28639,2.29351,2.52919,1.67626
Southern California Edison Company,SPS650140239,4009083,842400GT4,EIX-SouCalEd 3.65 02/01/2050 FIX USD Corporate,6.21418,6.15450,5.88299,6.04263,6.04807,5.93687,5.95391,6.00959,6.10606,6.17002,6.36112,6.52117,6.34961,6.06382,5.90873,6.16021,5.81913,5.39765,5.51334,5.23347,5.83886,5.54926,5.27071,6.14519,5.41516,5.24399,5.54241,5.98370,5.27584,4.02883,3.25245,3.49792,3.63374,3.72576,2.93333
Southern California Edison Company,SPS657381181,4009083,842400GU1,EIX-SouCalEd 2.25 06/01/2030 FIX USD Corporate,4.80558,4.73354,4.33915,4.55395,4.57904,4.56657,4.63033,4.73444,4.62933,5.00669,5.05102,5.17291,4.99870,5.07690,5.07317,5.43629,5.05986,4.69283,4.82182,4.35623,5.27723,5.07470,4.79120,5.87964,5.07248,4.74133,5.05707,5.64889,4.69182,3.60850,2.37049,2.34867,2.40114,2.63790,1.74628
Southern California Edison Company,SPS700276747,4009083,842400GY3,EIX-SouCalEd 2.95 02/01/2051 FIX USD Corporate,6.15294,6.06502,5.82712,5.94379,5.95959,5.79477,5.88843,5.92662,5.94575,6.21002,6.20966,6.40934,6.25882,5.94320,5.78011,6.05405,5.68714,5.29683,5.44944,5.12501,5.72361,5.47461,5.15004,6.02328,5.32703,5.13020,5.43438,5.76304,5.07089,3.99965,3.16087,3.38154,3.43853,3.60666,0
Southern California Edison Company,SPS717991856,4009083,842400HF3,EIX-SouCalEd 3.65 06/01/2051 FIX USD Corporate,6.15389,6.10852,5.96737,6.08828,6.10746,5.93348,5.96032,6.01444,6.11644,6.34477,6.32864,6.55485,6.30402,6.04444,5.92659,6.17027,5.82216,5.42278,5.55478,5.29367,5.81101,5.57626,5.37183,6.19017,5.42480,5.20781,5.49888,5.79260,5.09968,4.05535,3.21001,3.47986,3.61442,0,0
Southern California Edison Company,SPS99254812,4009083,842400FP3,EIX-SouCalEd 5.5 03/15/2040 FIX USD Corporate,5.88129,5.84098,5.56971,5.73463,5.72758,5.54031,5.68564,5.67120,5.77044,5.99188,6.12819,6.39817,6.21440,5.96535,5.87699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southwest Gas Corporation,SPS14043803,4041957,84489PAC2,SWX 7.92 06/04/2027 FIX USD Corporate,6.14975,6.30035,4.66022,4.45003,4.83667,4.86758,4.76108,5.04216,5.07995,5.39594,5.16417,5.39213,5.37632,5.24626,5.36616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Southwest Gas Holdings, Inc.",SPS14035364,4884928,844895AL6,SWX 8.0 08/01/2026 FIX USD Corporate,4.88289,4.65834,4.70551,4.59175,4.35585,4.51708,4.55839,4.54726,4.29899,5.43094,4.74546,4.94842,4.62761,4.83376,4.93616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Southwest Gas Holdings, Inc.",SPS14076651,4884928,844895AM4,SWX 8.0 08/01/2026 FIX USD Corporate,4.88289,4.65834,4.70551,4.59175,4.35456,4.51708,4.55839,4.54726,4.29899,5.43094,4.74546,4.94842,4.62761,4.83376,4.93616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Symetra Financial Corporation,SPS1876609132,4092016,U79664AC9,SYMEFIN 5.8677 04/03/2032 FIX USD Corporate RegS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"System Energy Resources, Inc.",SPS1911496458,4056971,871911AV5,ETR-SysEnRes 5.3 12/15/2034 FIX USD Corporate,5.32197,5.34989,5.01455,5.14810,5.13072,5.05295,5.15752,5.19545,5.35162,5.52426,5.45074,5.57988,5.49763,5.43730,5.33864,5.58595,5.54498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Talcott Resolution Life, Inc.",SPS14043960,109080,416592AC7,TALCORE 7.65 06/15/2027 FIX USD Corporate,5.57215,5.98592,5.74265,5.91941,5.76054,6.07966,5.83780,5.83361,6.10840,5.74509,6.25926,6.57018,6.39149,6.32816,6.22333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tampa Electric Company,SPS630376931,3010781,875127BG6,TE-TampaElec 3.625 06/15/2050 FIX USD Corporate,5.83334,5.79787,5.53950,5.71439,5.67475,5.57217,5.56915,5.60120,5.83239,5.81739,5.80176,5.99235,5.84002,5.69758,5.56876,5.77227,5.78064,5.42820,5.56789,5.19579,5.71564,5.56676,5.28890,6.10479,5.42807,5.22537,5.57134,5.46760,4.86042,3.81990,2.94245,3.02942,2.96204,3.35963,2.59262
"Tenaska Georgia Partners, L.P.",SPS14087539,4063355,88031JAB2,TENGEO 9.5 02/01/2030 FIX USD Corporate,6.22863,6.16182,5.64700,5.64091,5.90680,5.78466,5.93067,5.64710,5.86874,6.43333,5.60708,6.78110,6.51830,6.24949,6.08836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tenaska Georgia Partners, L.P.",SPS31498691,4063355,U88020AA7,TENGEO 02/01/2030 FIX USD Corporate RegS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tennessee Gas Pipeline Company, L.L.C.",SPS14041043,4057165,880451AS8,TENNGAS 7.0 03/15/2027 FIX USD Corporate,4.20858,4.38516,3.78322,3.89803,3.85737,3.95006,4.02584,4.24357,4.34277,4.54871,4.39167,4.63663,4.68927,4.78332,4.61781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tennessee Gas Pipeline Company, L.L.C.",SPS14041045,4057165,880451AU3,TENNGAS 7.625 04/01/2037 FIX USD Corporate,5.54108,5.46008,5.14749,5.35064,5.49248,5.31469,5.45387,5.48153,5.46954,5.65598,5.72473,6.00144,6.03988,5.71035,5.64558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tennessee Gas Pipeline Company, L.L.C.",SPS14061277,4057165,880451AV1,TENNGAS 7.0 10/15/2028 FIX USD Corporate,4.45221,4.42281,3.89191,4.03444,4.12256,4.12864,4.21261,4.34696,4.33551,4.63398,4.46707,4.80324,4.79353,4.80244,4.85676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Texas Gas Transmission, LLC",SPS14044702,4057167,882440AN0,BRDPLP-TGT 7.25 07/15/2027 FIX USD Corporate,4.54980,4.77730,4.49443,4.39308,3.59206,3.54452,3.66103,4.68091,4.75007,5.00094,4.77417,4.92413,4.79648,4.80001,4.89928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Allstate Corporation,SPS26465134,103247,020002AT8,ALL 5.95 04/01/2036 FIX USD Corporate,5.25704,5.18737,4.87003,5.05668,5.01084,4.98043,5.02524,5.01450,5.09358,5.20363,5.12996,5.28651,5.11871,5.07535,5.05399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Bank of New York Mellon Corporation,SPS31692326,100144,U06405CU3,BNYMEL 07/11/2053 FIX GBP Corporate RegS,4.49213,4.57859,4.06544,4.31964,4.24672,4.22128,4.25877,4.24596,4.41895,4.33893,4.42923,4.44732,4.30683,4.39149,4.32878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Charles Schwab Corporation,SPS697349226,102775,808513BH7,PERP -H NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Dayton Power and Light Company,SPS1956879001,4017451,240019BW8,DPL-DaytonP+L 08/15/2030 FIX USD Corporate 144A,0,0,0,4.64427,4.65423,4.54887,4.65132,4.57558,4.44954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Dayton Power and Light Company,SPS1956890372,4017451,U23926AC9,DPL-DaytonP+L 08/15/2030 FIX USD Corporate RegS,0,0,0,4.64427,4.65423,4.54887,4.65132,4.57558,4.44954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Dayton Power and Light Company,SPS618234449,4017451,240019BT5,DPL-DaytonP+L 06/15/2049 FIX USD Corporate 144A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Dayton Power and Light Company,SPS618234451,4017451,240019BV0,AESOHI 3.95 06/15/2049 FIX USD Corporate,5.98265,6.01700,5.75141,5.93395,5.96031,5.88884,5.84960,5.85651,6.06833,5.98992,5.99927,6.19586,6.07477,5.90145,5.77668,5.98758,5.98651,5.62028,5.79989,5.53594,6.06539,5.84301,5.58890,6.20885,5.55691,5.32228,5.55519,5.63118,4.93807,3.83707,3.14245,3.23587,3.28868,3.72588,3.04440
The Dayton Power and Light Company,SPS618287401,4017451,U23926AB1,DPL-DaytonP+L 06/15/2049 FIX USD Corporate RegS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Goldman Sachs Group, Inc.",SPS1865366037,4039450,38151FPJ6,GS 4.75 10/31/2035 FIX USD Corporate,5.37974,5.81736,5.01821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Goldman Sachs Group, Inc.",SPS292497318,4039450,38148TGM5,GS 10/22/2027 FLT USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Goldman Sachs Group, Inc.",SPS541441374,4039450,38148YAA6,GS 4.017 10/31/2038 FLT USD Corporate,5.50400,5.50802,5.12030,5.21940,5.15067,5.01781,5.16841,5.17126,5.37744,5.44555,5.44260,5.69322,5.69770,5.60352,5.42928,5.67254,5.70927,5.28970,5.44263,4.96476,5.63633,5.46712,5.31298,6.28898,5.56288,5.35082,5.77345,6.15442,5.20340,3.95055,2.88320,2.82738,2.68031,3.11537,2.41018
"The Goldman Sachs Group, Inc.",SPS711443140,4039450,38141GYC2,GS 3.21 04/22/2042 FLT USD Corporate,5.74831,5.81299,5.45105,5.48456,5.40820,5.29706,5.36517,5.36459,5.61022,5.64384,5.62786,5.84276,5.84249,5.71945,5.53204,5.73275,5.78161,5.32182,5.46577,5.03875,5.61991,5.44848,5.26487,6.27305,5.51195,5.31731,5.65509,6.12399,5.16972,3.96967,2.95857,2.96568,2.89306,0,0
The Kroger Co.,SPS402896983,4004136,501044DE8,KR 2.65 10/15/2026 FIX USD Corporate,4.12227,4.28103,3.90621,3.91536,3.97471,3.99549,4.06075,3.99766,4.21895,4.44594,4.29042,4.41013,4.44876,4.53121,4.55527,4.66769,4.69847,4.57406,4.69206,4.24562,5.22906,5.06098,4.74313,5.61646,5.09578,4.54484,5.03941,5.10102,4.28963,3.19751,1.71362,1.33910,1.37621,1.48766,0.85844
"The Williams Companies, Inc.",SPS14100527,4011165,969457BB5,WMB 7.5 01/15/2031 FIX USD Corporate,4.66340,4.66806,4.19843,4.42027,4.43365,4.50236,4.61103,4.58732,4.62773,4.89866,4.74717,4.87110,5.02214,5.14100,5.15611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Williams Companies, Inc.",SPS64480082,4011165,U96906AC3,WMB 01/15/2031 FIX USD Corporate RegS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Time Warner Cable Enterprises, LLC",SPS14019547,4071273,88731EAG5,TIMEWA 07/15/2033 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Time Warner Cable Enterprises, LLC",SPS14080100,4071273,88731EAJ9,TIMEWA 8.375 07/15/2033 FIX USD Corporate,6.04728,6.03944,5.51025,5.86458,5.78512,5.74139,5.76364,5.57191,5.68865,5.88151,5.78433,6.00301,6.23360,6.15401,6.04947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Warner Cable Inc.,SPS115638708,4146010,88732JAY4,TIMWAR 5.875 11/15/2040 FIX USD Corporate,6.95682,6.90879,6.52356,6.87866,6.65262,6.63151,6.61856,6.32599,6.33470,6.44406,6.27900,6.51098,6.83741,6.70969,6.61682,6.82225,7.00564,6.64745,7.09002,6.79668,7.23579,7.20956,6.80116,7.64900,7.07073,6.74591,7.08790,7.65708,6.62050,5.20054,3.99701,3.86801,3.68989,4.05625,3.52506
Time Warner Cable Inc.,SPS140294740,4146010,88732JBB3,TIMWAR 5.5 09/01/2041 FIX USD Corporate,6.97242,6.96293,6.61963,6.90090,6.76275,6.67963,6.49047,6.34398,6.49025,6.51208,6.40772,6.71363,7.01045,6.85244,6.68360,6.84597,7.05241,6.66386,7.08811,6.80200,7.19164,7.19582,6.73824,7.78013,7.14647,6.77364,7.14940,7.61715,6.65029,5.15509,3.92226,3.88928,3.75938,4.11185,3.48212
Time Warner Cable Inc.,SPS34405166,4146010,88732JAJ7,TIMWAR 6.55 05/01/2037 FIX USD Corporate,6.47468,6.39371,6.14494,6.40951,6.27770,6.26231,6.24417,6.05874,6.12695,6.21338,6.13345,6.45348,6.70885,6.64197,6.58134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Warner Cable Inc.,SPS46045098,4146010,88732JAN8,TIMWAR 7.3 07/01/2038 FIX USD Corporate,6.72701,6.69393,6.31817,6.61602,6.44268,6.54169,6.40099,6.22469,6.26132,6.41673,6.26871,6.54085,6.81486,6.70976,6.67778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Warner Cable Inc.,SPS60515940,4146010,88732JAU2,TIMWAR 6.75 06/15/2039 FIX USD Corporate,6.82992,6.79874,6.46471,6.76326,6.58998,6.56346,6.38197,6.25751,6.30882,6.45772,6.33214,6.57990,6.74661,6.74685,6.66528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Transcontinental Gas Pipe Line Company, LLC",SPS14038463,4057168,893570BM2,TRANGAS 7.25 12/01/2026 FIX USD Corporate,4.18292,4.53235,4.19159,4.00275,4.79214,4.77290,3.96904,4.47480,4.53858,4.85968,4.75415,5.05613,4.60582,5.29197,5.12152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TriNet Group, Inc.",SPS705128861,4228223,896288AB3,TRINGRO 3.5 03/01/2029 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unum Group,SPS14118645,103324,91529YAD8,UNMG 7.375 06/15/2032 FIX USD Corporate,5.46211,5.27325,5.04947,4.81827,5.18202,5.01136,4.98481,5.40241,5.27572,5.66348,5.51061,5.75650,5.57608,5.71151,5.62012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USF&G Capital III,SPS32227124,7381986,90330SAB6,STA-USF+GCap3 8.312 07/01/2046 FIX USD Corporate,8.08715,7.97384,7.82965,7.87030,7.91680,7.74760,7.83395,7.96497,7.91940,7.97174,7.96612,8.01379,8.01780,8.09266,8.10964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valero Energy Corporation,SPS14034325,4011157,252747AF7,VLOC 7.65 07/01/2026 FIX USD Corporate,4.92460,5.37685,4.57032,4.23517,4.16279,4.28887,4.39692,4.29341,4.42120,4.66219,5.14933,4.92463,4.83632,5.22914,5.18483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vericast Corp.,SPS1677193773,4158977,U9231NAG3,VERICAC 10/15/2027 FIX USD Corporate RegS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.68583,6.10960,6.27023,7.08820,8.29784,8.65217,8.66461,8.75314,9.12879,9.08038,9.45315,9.09779,-494.82016,-55.31505,-14.39392,0,0,0
Vericast Corp.,SPS1677193774,4158977,92342NAH6,VERICAC 10/15/2027 FIX USD Corporate 144A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.68583,6.10960,6.27023,7.08820,8.29784,8.65217,8.66461,8.75314,9.12879,9.08038,9.45315,9.09779,-494.82016,-55.31505,-14.39392,0,0,0
Vericast Corp.,SPS1679153392,4158977,U9231NAH1,VERICAC 09/15/2026 FIX USD Corporate RegS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vericast Corp.,SPS1680527714,4158977,U9231NAJ7,VERICAC 09/15/2026 FIX USD Corporate RegS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
